(1, 11)
(1, 12)
(2, 11)
(2, 12)
(3, 11)
(3, 12)
(4, 11)
(4, 12)
(5, 11)
(34, 387)
(34, 388)
(35, 387)
(35, 388)
(36, 374)
(37, 373)
(37, 374)
(37, 375)
(38, 373)
(38, 374)
(38, 375)
(39, 374)
(39, 375)
(39, 408)
(40, 375)
(40, 408)
(40, 409)
(41, 408)
(43, 406)
(57, 408)
(71, 349)
(71, 350)
(72, 349)
(72, 350)
(90, 320)
(90, 321)
(91, 320)
(91, 321)
(92, 320)
(114, 419)
(116, 270)
(117, 421)
(117, 422)
(117, 423)
(117, 430)
(118, 422)
(118, 423)
(118, 429)
(118, 430)
(118, 431)
(119, 423)
(119, 428)
(119, 429)
(119, 430)
(119, 431)
(120, 428)
(120, 429)
(120, 430)
(121, 428)
(121, 429)
(121, 430)
(122, 428)
(122, 429)
(123, 272)
(123, 273)
(123, 429)
(124, 272)
(124, 273)
(124, 430)
(124, 431)
(125, 272)
(125, 273)
(125, 429)
(125, 430)
(125, 431)
(126, 428)
(126, 429)
(126, 430)
(126, 431)
(127, 241)
(127, 242)
(127, 427)
(127, 428)
(127, 429)
(127, 430)
(128, 241)
(128, 242)
(128, 428)
(128, 429)
(132, 433)
(132, 434)
(132, 435)
(133, 426)
(133, 427)
(133, 434)
(133, 435)
(133, 436)
(134, 285)
(134, 425)
(134, 426)
(134, 427)
(134, 434)
(134, 435)
(134, 436)
(135, 284)
(135, 285)
(135, 425)
(135, 426)
(135, 427)
(135, 428)
(135, 435)
(136, 426)
(136, 427)
(141, 263)
(141, 264)
(142, 262)
(142, 263)
(142, 264)
(143, 261)
(143, 262)
(143, 263)
(143, 264)
(144, 253)
(144, 254)
(145, 252)
(145, 253)
(145, 254)
(146, 253)
(155, 460)
(166, 220)
(166, 221)
(166, 222)
(167, 219)
(167, 220)
(173, 459)
(173, 460)
(174, 459)
(174, 460)
(181, 609)
(195, 487)
(195, 488)
(195, 489)
(196, 487)
(196, 488)
(196, 489)
(197, 487)
(197, 488)
(197, 489)
(206, 486)
(207, 484)
(207, 485)
(207, 486)
(208, 484)
(208, 485)
(208, 486)
(209, 121)
(209, 122)
(222, 148)
(229, 122)
(230, 122)
(230, 123)
(231, 121)
(231, 122)
(232, 121)
(232, 122)
(234, 121)
(235, 121)
(236, 121)
(321, 490)
(322, 489)
(322, 490)
(322, 491)
(323, 490)
(329, 488)
(330, 487)
(330, 488)
(331, 488)
(348, 495)
(348, 496)
(349, 496)
(354, 484)
(357, 483)
(357, 484)
(358, 482)
(358, 483)
(358, 484)
(358, 485)
(359, 483)
(359, 484)
(371, 480)
(371, 481)
(372, 480)
(372, 481)
(372, 482)
(373, 479)
(373, 480)
(373, 481)
(373, 482)
(374, 480)
(374, 481)
(374, 482)
(375, 480)
(375, 481)
(376, 475)
(377, 475)
(378, 481)
(381, 474)
(381, 475)
(381, 476)
(381, 477)
(382, 475)
(382, 476)
(382, 477)
(383, 475)
(383, 476)
(383, 477)
(384, 472)
(384, 473)
(384, 474)
(384, 475)
(384, 476)
(385, 472)
(385, 473)
(385, 474)
(385, 475)
(386, 469)
(386, 470)
(386, 471)
(386, 472)
(386, 473)
(386, 474)
(386, 475)
(387, 468)
(387, 469)
(387, 470)
(387, 471)
(387, 472)
(387, 473)
(387, 474)
(388, 468)
(388, 469)
(388, 470)
(388, 471)
(388, 472)
(389, 469)
(389, 470)
(389, 471)
(390, 465)
(390, 466)
(391, 464)
(391, 465)
(391, 466)
(392, 464)
(392, 465)
(392, 466)
(393, 464)
(393, 465)
(393, 466)
(403, 458)
(421, 598)
(422, 597)
(422, 598)
(423, 597)
(423, 598)
(426, 440)
(426, 441)
(426, 442)
(427, 440)
(427, 441)
(427, 442)
(428, 440)
(457, 432)
(458, 431)
(458, 432)
(458, 433)
(459, 430)
(463, 424)
(464, 423)
(464, 424)
(465, 433)
(465, 434)
(466, 432)
(466, 433)
(466, 434)
(467, 433)
(467, 434)
(467, 436)
(467, 437)
(468, 436)
(468, 437)
(472, 422)
(472, 423)
(472, 424)
(473, 423)
(473, 424)
(474, 424)
(474, 425)
(474, 426)
(475, 424)
(475, 425)
(475, 426)
(476, 424)
(476, 425)
(480, 432)
(481, 431)
(481, 432)
(481, 433)
(482, 426)
(482, 431)
(482, 432)
(483, 415)
(483, 428)
(483, 429)
(484, 415)
(484, 416)
(484, 428)
(484, 429)
(485, 416)
(486, 424)
(486, 425)
(486, 426)
(487, 423)
(487, 424)
(487, 425)
(487, 426)
(487, 427)
(488, 422)
(488, 423)
(488, 424)
(488, 425)
(489, 423)
(489, 424)
(492, 421)
(493, 420)
(493, 421)
(494, 420)
(494, 421)
(523, 387)
(523, 388)
(524, 387)
(524, 388)
(524, 389)
(525, 387)
(529, 388)
(530, 388)
(534, 54)
(534, 55)
(535, 53)
(535, 54)
(535, 55)
(535, 56)
(536, 53)
(536, 54)
(536, 55)
(536, 56)
(537, 53)
(537, 54)
(537, 55)
(537, 398)
(539, 345)
(539, 346)
(540, 344)
(540, 345)
(540, 346)
(540, 347)
(541, 330)
(541, 331)
(541, 344)
(541, 345)
(541, 346)
(541, 347)
(542, 330)
(542, 331)
(542, 332)
(542, 333)
(542, 344)
(542, 345)
(542, 346)
(542, 347)
(543, 330)
(543, 331)
(543, 345)
(543, 346)
(545, 310)
(545, 377)
(545, 378)
(545, 379)
(546, 376)
(546, 377)
(546, 378)
(546, 379)
(547, 377)
(547, 378)
(547, 379)
(552, 106)
(553, 106)
(563, 100)
(564, 35)
(565, 35)
(565, 36)
(576, 646)
(576, 647)
(577, 646)
(577, 647)
(578, 646)
(578, 647)
(580, 68)
(580, 69)
(580, 70)
(581, 68)
(581, 69)
(581, 70)
(581, 71)
(581, 94)
(582, 69)
(582, 70)
(582, 71)
(582, 94)
(582, 317)
(583, 316)
(583, 317)
(583, 318)
(584, 57)
(584, 58)
(584, 59)
(584, 61)
(584, 62)
(584, 63)
(584, 316)
(584, 317)
(584, 318)
(585, 56)
(585, 57)
(585, 58)
(585, 62)
(585, 63)
(585, 69)
(585, 316)
(585, 317)
(585, 318)
(586, 13)
(586, 56)
(586, 57)
(586, 68)
(586, 69)
(587, 12)
(587, 13)
(587, 14)
(587, 15)
(588, 12)
(588, 13)
(588, 648)
(588, 649)
(589, 648)
(589, 649)
(590, 54)
(590, 55)
(590, 648)
(590, 649)
(591, 644)
(591, 645)
(591, 646)
(591, 648)
(591, 649)
(592, 316)
(592, 317)
(592, 321)
(592, 322)
(592, 644)
(592, 645)
(592, 646)
(592, 647)
(592, 648)
(592, 649)
(593, 52)
(593, 320)
(593, 321)
(593, 322)
(593, 323)
(593, 643)
(593, 644)
(593, 645)
(593, 646)
(593, 647)
(593, 648)
(593, 649)
(594, 51)
(594, 52)
(594, 53)
(594, 307)
(594, 320)
(594, 321)
(594, 322)
(594, 323)
(594, 644)
(594, 645)
(594, 647)
(594, 648)
(594, 649)
(595, 51)
(595, 52)
(595, 53)
(595, 307)
(595, 308)
(595, 320)
(595, 321)
(595, 322)
(595, 629)
(596, 307)
(596, 308)
(596, 309)
(596, 628)
(596, 629)
(596, 630)
(597, 308)
(597, 628)
(597, 629)
(597, 630)
(597, 631)
(598, 297)
(598, 298)
(598, 628)
(598, 629)
(598, 630)
(598, 631)
(598, 632)
(599, 297)
(599, 627)
(599, 628)
(599, 629)
(599, 630)
(599, 631)
(600, 628)
(600, 629)
(600, 630)
(600, 631)
(601, 52)
(601, 630)
(602, 51)
(602, 52)
(602, 53)
(603, 51)
(603, 52)
(603, 53)
(604, 19)
(604, 51)
(604, 52)
(604, 53)
(605, 22)
(605, 26)
(605, 50)
(605, 51)
(605, 52)
(606, 46)
(606, 47)
(606, 48)
(606, 51)
(606, 52)
(607, 45)
(607, 46)
(607, 47)
(607, 51)
(608, 43)
(608, 44)
(608, 45)
(608, 46)
(608, 47)
(608, 50)
(609, 43)
(609, 44)
(609, 45)
(609, 46)
(609, 49)
(609, 50)
(610, 32)
(610, 33)
(610, 34)
(610, 43)
(610, 44)
(610, 45)
(610, 46)
(610, 50)
(610, 638)
(611, 32)
(611, 33)
(611, 34)
(611, 43)
(611, 44)
(612, 32)
(612, 33)
(612, 43)
(612, 44)
(613, 649)
(614, 46)
(614, 592)
(614, 593)
(614, 594)
(614, 595)
(615, 44)
(615, 45)
(615, 46)
(615, 592)
(615, 593)
(615, 594)
(615, 595)
(616, 43)
(616, 44)
(616, 45)
(616, 46)
(616, 47)
(616, 592)
(616, 593)
(616, 594)
(616, 595)
(617, 37)
(617, 38)
(617, 39)
(617, 42)
(617, 43)
(617, 44)
(617, 45)
(617, 46)
(617, 47)
(617, 593)
(617, 594)
(617, 595)
(618, 36)
(618, 37)
(618, 38)
(618, 39)
(618, 42)
(618, 43)
(618, 45)
(618, 46)
(618, 47)
(619, 37)
(619, 38)
(621, 32)
(621, 33)
(622, 32)
(622, 33)
(622, 34)
(623, 32)
(623, 33)
(623, 34)
(624, 33)
(624, 34)
(624, 138)
(624, 139)
(627, 170)
(627, 171)
(627, 172)
(628, 170)
(628, 171)
(628, 172)
(628, 173)
(628, 359)
(628, 360)
(629, 32)
(629, 33)
(629, 170)
(629, 171)
(629, 172)
(630, 32)
(630, 33)
(630, 161)
(631, 159)
(631, 160)
(631, 161)
(631, 162)
(632, 159)
(632, 160)
(632, 161)
(632, 166)
(632, 167)
(633, 33)
(633, 34)
(633, 159)
(633, 160)
(633, 161)
(633, 166)
(633, 167)
(634, 32)
(634, 33)
(634, 34)
(634, 35)
(634, 160)
(635, 33)
(635, 34)
(635, 35)
(637, 161)
(637, 162)
(637, 163)
(638, 29)
(638, 161)
(638, 162)
(639, 28)
(639, 29)
(639, 30)
(640, 27)
(640, 28)
(640, 29)
(640, 30)
(641, 27)
(641, 28)
(641, 29)
(641, 30)
(642, 26)
(642, 27)
(642, 28)
(642, 29)
(643, 23)
(643, 24)
(643, 25)
(643, 26)
(643, 27)
(643, 28)
(643, 29)
(644, 23)
(644, 24)
(644, 25)
(644, 26)
(644, 27)
(644, 28)
(645, 24)
(645, 25)
(645, 26)
(645, 27)
(645, 28)
(646, 26)
(646, 27)
(646, 28)
(683, 558)
(683, 559)
(684, 558)
(684, 559)
(691, 552)
(691, 553)
(692, 551)
(692, 552)
(692, 553)
(692, 554)
(693, 551)
(693, 552)
(693, 553)
(693, 554)
(694, 331)
(694, 552)
(694, 553)
(695, 330)
(695, 331)
(700, 324)
(701, 325)
(710, 309)
(710, 310)
(710, 311)
(711, 309)
(746, 203)
(746, 204)
(747, 203)
(747, 204)
(747, 205)
(748, 203)
(748, 204)
(754, 54)
(755, 53)
(755, 54)
(756, 53)
(756, 54)
(757, 53)
(757, 54)
(757, 55)
(758, 53)
(758, 54)
(758, 55)
(759, 54)
(759, 55)
(759, 150)
(760, 149)
(760, 150)
(760, 151)
(760, 592)
(761, 150)
(770, 20)
(776, 270)
(776, 271)
(777, 269)
(777, 270)
(777, 271)
(777, 275)
(777, 276)
(778, 261)
(778, 262)
(778, 263)
(778, 264)
(778, 265)
(778, 269)
(778, 270)
(778, 271)
(778, 272)
(778, 275)
(778, 276)
(779, 261)
(779, 262)
(779, 263)
(779, 264)
(779, 265)
(779, 266)
(780, 263)
(780, 264)
(780, 265)
(783, 47)
(783, 48)
(783, 260)
(783, 269)
(783, 270)
(784, 48)
(784, 260)
(784, 261)
(784, 268)
(784, 269)
(784, 270)
(784, 271)
(785, 260)
(785, 268)
(785, 269)
(785, 270)
(785, 271)
(786, 269)
(786, 270)
(788, 242)
(788, 243)
(789, 52)
(789, 241)
(789, 242)
(789, 243)
(790, 60)
(790, 242)
(790, 243)
(797, 65)
(797, 66)
(798, 64)
(798, 65)
(798, 66)
(798, 67)
(799, 65)
(799, 66)
(799, 67)
(799, 68)
(799, 98)
(799, 99)
(800, 65)
(800, 66)
(800, 67)
(800, 68)
(800, 69)
(800, 75)
(800, 76)
(800, 77)
(800, 78)
(800, 79)
(800, 80)
(800, 81)
(800, 82)
(800, 83)
(800, 98)
(800, 99)
(801, 65)
(801, 66)
(801, 67)
(801, 68)
(801, 69)
(801, 75)
(801, 76)
(801, 77)
(801, 78)
(801, 79)
(801, 80)
(801, 81)
(801, 82)
(801, 83)
(801, 84)
(801, 87)
(801, 88)
(801, 98)
(802, 65)
(802, 66)
(802, 67)
(802, 68)
(802, 69)
(802, 75)
(802, 76)
(802, 77)
(802, 78)
(802, 79)
(802, 80)
(802, 81)
(802, 82)
(802, 83)
(802, 84)
(802, 85)
(802, 86)
(802, 87)
(802, 88)
(802, 89)
(803, 65)
(803, 66)
(803, 67)
(803, 68)
(803, 69)
(803, 76)
(803, 77)
(803, 78)
(803, 79)
(803, 80)
(803, 81)
(803, 84)
(803, 85)
(803, 86)
(803, 87)
(803, 88)
(803, 89)
(803, 90)
(803, 91)
(804, 66)
(804, 67)
(804, 68)
(804, 84)
(804, 85)
(804, 86)
(804, 90)
(805, 84)
(805, 85)
(805, 86)
(805, 93)
(806, 92)
(806, 93)
(806, 94)
(810, 89)
(810, 90)
(810, 91)
(811, 88)
(811, 89)
(811, 90)
(811, 91)
(811, 92)
(812, 88)
(812, 89)
(812, 90)
(812, 91)
(812, 92)
(813, 89)
(813, 90)
(813, 91)
(814, 90)
(814, 91)
(814, 106)
(814, 107)
(815, 106)
(828, 575)
(836, 22)
(836, 23)
(837, 21)
(837, 22)
(837, 23)
(838, 21)
(838, 22)
(844, 564)
(844, 565)
(845, 564)
(845, 565)
(911, 411)
(911, 412)
(912, 411)
(912, 412)
(912, 413)
(913, 411)
(913, 412)
(916, 476)
(917, 393)
(917, 475)
(917, 476)
(917, 477)
(918, 392)
(918, 393)
(918, 475)
(918, 476)
(918, 477)
(919, 392)
(919, 393)
(919, 475)
(919, 476)
(919, 477)
(920, 476)
(924, 311)
(924, 312)
(925, 310)
(925, 311)
(925, 312)
(925, 313)
(925, 649)
(925, 650)
(926, 310)
(926, 311)
(926, 312)
(926, 313)
(926, 649)
(926, 650)
(927, 310)
(927, 311)
(927, 312)
(927, 313)
(928, 311)
(928, 312)
(937, 630)
(937, 642)
(937, 645)
(937, 646)
(938, 631)
(938, 632)
(938, 633)
(938, 641)
(938, 642)
(938, 643)
(938, 644)
(938, 645)
(938, 646)
(938, 647)
(939, 631)
(939, 632)
(939, 633)
(939, 634)
(939, 641)
(939, 642)
(939, 643)
(939, 644)
(939, 645)
(939, 646)
(939, 647)
(940, 631)
(940, 632)
(940, 633)
(940, 634)
(940, 641)
(940, 642)
(940, 643)
(940, 644)
(940, 645)
(940, 646)
(941, 631)
(941, 632)
(941, 633)
(944, 365)
(944, 366)
(945, 365)
(946, 618)
(946, 619)
(947, 428)
(947, 618)
(947, 619)
(947, 620)
(948, 618)
(948, 619)
(948, 620)
(949, 618)
(949, 619)
(950, 617)
(950, 618)
(951, 331)
(951, 461)
(951, 617)
(951, 618)
(952, 330)
(952, 331)
(952, 460)
(952, 461)
(953, 460)
(953, 461)
(957, 448)
(957, 449)
(958, 447)
(958, 448)
(958, 449)
(958, 450)
(959, 447)
(959, 448)
(959, 449)
(959, 450)
(960, 449)
(962, 591)
(1016, 420)
(1017, 419)
(1017, 420)
(1017, 421)
(1018, 210)
(1018, 419)
(1018, 420)
(1018, 421)
(1019, 420)
(1019, 421)
(1059, 540)
(1059, 541)
(1059, 542)
(1060, 540)
(1060, 541)
(1060, 542)
(1061, 539)
(1061, 540)
(1061, 541)
(1062, 540)
(1100, 518)
(1100, 524)
(1101, 518)
(1101, 524)
(1104, 526)
(1105, 526)
(1114, 175)
(1115, 126)
(1115, 127)
(1115, 174)
(1115, 175)
(1116, 126)
(1116, 127)
(1116, 175)
(1123, 434)
(1123, 435)
(1124, 434)
(1124, 435)
(1130, 517)
(1130, 518)
(1131, 517)
(1132, 445)
(1132, 516)
(1132, 517)
(1133, 517)
(1133, 518)
(1134, 447)
(1134, 448)
(1134, 449)
(1135, 447)
(1135, 448)
(1135, 449)
(1135, 450)
(1136, 447)
(1136, 448)
(1136, 449)
(1136, 450)
(1137, 447)
